gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/1.jpeg,PP
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/2.jpeg,FL
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/3.jpeg,RD
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/4.jpeg,FL
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/5.jpeg,RA
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/6.jpeg,FL
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/7.jpeg,TS
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/8.jpeg,RA
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/9.jpeg,FL
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/10.jpeg,RD
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/11.jpeg,AP
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/12.jpeg,TS
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/13.jpeg,AP
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/14.jpeg,PP
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/15.jpeg,TS
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/16.jpeg,TS
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/17.jpeg,RA
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/18.jpeg,TS
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/19.jpeg,PP
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/20.jpeg,RD
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/21.jpeg,TS
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/22.jpeg,RA
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/23.jpeg,PP
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/24.jpeg,RD
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/25.jpeg,TS
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/26.jpeg,PP
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/27.jpeg,RD
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/28.jpeg,PP
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/29.jpeg,PP
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/30.jpeg,RD
gs://cloud-ai-platform-96233cd1-d07c-4fc1-9591-ccde14fdd65b/pony1w/31.jpeg,FL
